# Windows: CP932, iconv: SHIFT_JIS
入力コード	入力バイト列(16進)	Windows_CP932:デコード成功	Windows_CP932:Unicodeコードポイント	Windows_CP932:文字	Windows_CP932:元に戻る	Windows_CP932:再エンコード結果(16進)	iconv:デコード成功	iconv:Unicodeコードポイント	iconv:文字	iconv:元に戻る	iconv:再エンコード結果(16進)	iconv→Windows_CP932:エンコード可能	iconv→Windows_CP932:元に戻る	iconv→Windows_CP932:再エンコード結果(16進)	差分フラグ(ビット値)	差分内容
0xEDEF	ED EF	1	0x00007005	瀅	0	FB 4E	0	0x00000000		0		0	0		1	デコード可否差
0xEDF0	ED F0	1	0x00007007	瀇	0	FB 4F	0	0x00000000		0		0	0		1	デコード可否差
0xEDF1	ED F1	1	0x00007028	瀨	0	FB 50	0	0x00000000		0		0	0		1	デコード可否差
0xEDF2	ED F2	1	0x00007085	炅	0	FB 51	0	0x00000000		0		0	0		1	デコード可否差
0xEDF3	ED F3	1	0x000070AB	炫	0	FB 52	0	0x00000000		0		0	0		1	デコード可否差
0xEDF4	ED F4	1	0x0000710F	焏	0	FB 53	0	0x00000000		0		0	0		1	デコード可否差
0xEDF5	ED F5	1	0x00007104	焄	0	FB 54	0	0x00000000		0		0	0		1	デコード可否差
0xEDF6	ED F6	1	0x0000715C	煜	0	FB 55	0	0x00000000		0		0	0		1	デコード可否差
0xEDF7	ED F7	1	0x00007146	煆	0	FB 56	0	0x00000000		0		0	0		1	デコード可否差
0xEDF8	ED F8	1	0x00007147	煇	0	FB 57	0	0x00000000		0		0	0		1	デコード可否差
0xEDF9	ED F9	1	0x0000FA15	凞	0	FB 58	0	0x00000000		0		0	0		1	デコード可否差
0xEDFA	ED FA	1	0x000071C1	燁	0	FB 59	0	0x00000000		0		0	0		1	デコード可否差
0xEDFB	ED FB	1	0x000071FE	燾	0	FB 5A	0	0x00000000		0		0	0		1	デコード可否差
0xEDFC	ED FC	1	0x000072B1	犱	0	FB 5B	0	0x00000000		0		0	0		1	デコード可否差
0xEE40	EE 40	1	0x000072BE	犾	0	FB 5C	0	0x00000000		0		0	0		1	デコード可否差
0xEE41	EE 41	1	0x00007324	猤	0	FB 5D	0	0x00000000		0		0	0		1	デコード可否差
0xEE42	EE 42	1	0x0000FA16	猪	0	FB 5E	0	0x00000000		0		0	0		1	デコード可否差
0xEE43	EE 43	1	0x00007377	獷	0	FB 5F	0	0x00000000		0		0	0		1	デコード可否差
0xEE44	EE 44	1	0x000073BD	玽	0	FB 60	0	0x00000000		0		0	0		1	デコード可否差
0xEE45	EE 45	1	0x000073C9	珉	0	FB 61	0	0x00000000		0		0	0		1	デコード可否差
0xEE46	EE 46	1	0x000073D6	珖	0	FB 62	0	0x00000000		0		0	0		1	デコード可否差
0xEE47	EE 47	1	0x000073E3	珣	0	FB 63	0	0x00000000		0		0	0		1	デコード可否差
0xEE48	EE 48	1	0x000073D2	珒	0	FB 64	0	0x00000000		0		0	0		1	デコード可否差
0xEE49	EE 49	1	0x00007407	琇	0	FB 65	0	0x00000000		0		0	0		1	デコード可否差
0xEE4A	EE 4A	1	0x000073F5	珵	0	FB 66	0	0x00000000		0		0	0		1	デコード可否差
0xEE4B	EE 4B	1	0x00007426	琦	0	FB 67	0	0x00000000		0		0	0		1	デコード可否差
0xEE4C	EE 4C	1	0x0000742A	琪	0	FB 68	0	0x00000000		0		0	0		1	デコード可否差
0xEE4D	EE 4D	1	0x00007429	琩	0	FB 69	0	0x00000000		0		0	0		1	デコード可否差
0xEE4E	EE 4E	1	0x0000742E	琮	0	FB 6A	0	0x00000000		0		0	0		1	デコード可否差
0xEE4F	EE 4F	1	0x00007462	瑢	0	FB 6B	0	0x00000000		0		0	0		1	デコード可否差
0xEE50	EE 50	1	0x00007489	璉	0	FB 6C	0	0x00000000		0		0	0		1	デコード可否差
0xEE51	EE 51	1	0x0000749F	璟	0	FB 6D	0	0x00000000		0		0	0		1	デコード可否差
0xEE52	EE 52	1	0x00007501	甁	0	FB 6E	0	0x00000000		0		0	0		1	デコード可否差
0xEE53	EE 53	1	0x0000756F	畯	0	FB 6F	0	0x00000000		0		0	0		1	デコード可否差
0xEE54	EE 54	1	0x00007682	皂	0	FB 70	0	0x00000000		0		0	0		1	デコード可否差
0xEE55	EE 55	1	0x0000769C	皜	0	FB 71	0	0x00000000		0		0	0		1	デコード可否差
0xEE56	EE 56	1	0x0000769E	皞	0	FB 72	0	0x00000000		0		0	0		1	デコード可否差
0xEE57	EE 57	1	0x0000769B	皛	0	FB 73	0	0x00000000		0		0	0		1	デコード可否差
0xEE58	EE 58	1	0x000076A6	皦	0	FB 74	0	0x00000000		0		0	0		1	デコード可否差
0xEE59	EE 59	1	0x0000FA17	益	0	FB 75	0	0x00000000		0		0	0		1	デコード可否差
0xEE5A	EE 5A	1	0x00007746	睆	0	FB 76	0	0x00000000		0		0	0		1	デコード可否差
0xEE5B	EE 5B	1	0x000052AF	劯	0	FB 77	0	0x00000000		0		0	0		1	デコード可否差
0xEE5C	EE 5C	1	0x00007821	砡	0	FB 78	0	0x00000000		0		0	0		1	デコード可否差
0xEE5D	EE 5D	1	0x0000784E	硎	0	FB 79	0	0x00000000		0		0	0		1	デコード可否差
0xEE5E	EE 5E	1	0x00007864	硤	0	FB 7A	0	0x00000000		0		0	0		1	デコード可否差
0xEE5F	EE 5F	1	0x0000787A	硺	0	FB 7B	0	0x00000000		0		0	0		1	デコード可否差
0xEE60	EE 60	1	0x00007930	礰	0	FB 7C	0	0x00000000		0		0	0		1	デコード可否差
0xEE61	EE 61	1	0x0000FA18	礼	0	FB 7D	0	0x00000000		0		0	0		1	デコード可否差
0xEE62	EE 62	1	0x0000FA19	神	0	FB 7E	0	0x00000000		0		0	0		1	デコード可否差
0xEE63	EE 63	1	0x0000FA1A	祥	0	FB 80	0	0x00000000		0		0	0		1	デコード可否差
0xEE64	EE 64	1	0x00007994	禔	0	FB 81	0	0x00000000		0		0	0		1	デコード可否差
0xEE65	EE 65	1	0x0000FA1B	福	0	FB 82	0	0x00000000		0		0	0		1	デコード可否差
0xEE66	EE 66	1	0x0000799B	禛	0	FB 83	0	0x00000000		0		0	0		1	デコード可否差
0xEE67	EE 67	1	0x00007AD1	竑	0	FB 84	0	0x00000000		0		0	0		1	デコード可否差
0xEE68	EE 68	1	0x00007AE7	竧	0	FB 85	0	0x00000000		0		0	0		1	デコード可否差
0xEE69	EE 69	1	0x0000FA1C	靖	0	FB 86	0	0x00000000		0		0	0		1	デコード可否差
0xEE6A	EE 6A	1	0x00007AEB	竫	0	FB 87	0	0x00000000		0		0	0		1	デコード可否差
0xEE6B	EE 6B	1	0x00007B9E	箞	0	FB 88	0	0x00000000		0		0	0		1	デコード可否差
0xEE6C	EE 6C	1	0x0000FA1D	精	0	FB 89	0	0x00000000		0		0	0		1	デコード可否差
0xEE6D	EE 6D	1	0x00007D48	絈	0	FB 8A	0	0x00000000		0		0	0		1	デコード可否差
0xEE6E	EE 6E	1	0x00007D5C	絜	0	FB 8B	0	0x00000000		0		0	0		1	デコード可否差
0xEE6F	EE 6F	1	0x00007DB7	綷	0	FB 8C	0	0x00000000		0		0	0		1	デコード可否差
0xEE70	EE 70	1	0x00007DA0	綠	0	FB 8D	0	0x00000000		0		0	0		1	デコード可否差
0xEE71	EE 71	1	0x00007DD6	緖	0	FB 8E	0	0x00000000		0		0	0		1	デコード可否差
0xEE72	EE 72	1	0x00007E52	繒	0	FB 8F	0	0x00000000		0		0	0		1	デコード可否差
0xEE73	EE 73	1	0x00007F47	罇	0	FB 90	0	0x00000000		0		0	0		1	デコード可否差
0xEE74	EE 74	1	0x00007FA1	羡	0	FB 91	0	0x00000000		0		0	0		1	デコード可否差
0xEE75	EE 75	1	0x0000FA1E	羽	0	FB 92	0	0x00000000		0		0	0		1	デコード可否差
0xEE76	EE 76	1	0x00008301	茁	0	FB 93	0	0x00000000		0		0	0		1	デコード可否差
0xEE77	EE 77	1	0x00008362	荢	0	FB 94	0	0x00000000		0		0	0		1	デコード可否差
0xEE78	EE 78	1	0x0000837F	荿	0	FB 95	0	0x00000000		0		0	0		1	デコード可否差
0xEE79	EE 79	1	0x000083C7	菇	0	FB 96	0	0x00000000		0		0	0		1	デコード可否差
0xEE7A	EE 7A	1	0x000083F6	菶	0	FB 97	0	0x00000000		0		0	0		1	デコード可否差
0xEE7B	EE 7B	1	0x00008448	葈	0	FB 98	0	0x00000000		0		0	0		1	デコード可否差
0xEE7C	EE 7C	1	0x000084B4	蒴	0	FB 99	0	0x00000000		0		0	0		1	デコード可否差
0xEE7D	EE 7D	1	0x00008553	蕓	0	FB 9A	0	0x00000000		0		0	0		1	デコード可否差
0xEE7E	EE 7E	1	0x00008559	蕙	0	FB 9B	0	0x00000000		0		0	0		1	デコード可否差
0xEE80	EE 80	1	0x0000856B	蕫	0	FB 9C	0	0x00000000		0		0	0		1	デコード可否差
0xEE81	EE 81	1	0x0000FA1F	﨟	0	FB 9D	0	0x00000000		0		0	0		1	デコード可否差
0xEE82	EE 82	1	0x000085B0	薰	0	FB 9E	0	0x00000000		0		0	0		1	デコード可否差
0xEE83	EE 83	1	0x0000FA20	蘒	0	FB 9F	0	0x00000000		0		0	0		1	デコード可否差
0xEE84	EE 84	1	0x0000FA21	﨡	0	FB A0	0	0x00000000		0		0	0		1	デコード可否差
0xEE85	EE 85	1	0x00008807	蠇	0	FB A1	0	0x00000000		0		0	0		1	デコード可否差
0xEE86	EE 86	1	0x000088F5	裵	0	FB A2	0	0x00000000		0		0	0		1	デコード可否差
0xEE87	EE 87	1	0x00008A12	訒	0	FB A3	0	0x00000000		0		0	0		1	デコード可否差
0xEE88	EE 88	1	0x00008A37	訷	0	FB A4	0	0x00000000		0		0	0		1	デコード可否差
0xEE89	EE 89	1	0x00008A79	詹	0	FB A5	0	0x00000000		0		0	0		1	デコード可否差
0xEE8A	EE 8A	1	0x00008AA7	誧	0	FB A6	0	0x00000000		0		0	0		1	デコード可否差
0xEE8B	EE 8B	1	0x00008ABE	誾	0	FB A7	0	0x00000000		0		0	0		1	デコード可否差
0xEE8C	EE 8C	1	0x00008ADF	諟	0	FB A8	0	0x00000000		0		0	0		1	デコード可否差
0xEE8D	EE 8D	1	0x0000FA22	諸	0	FB A9	0	0x00000000		0		0	0		1	デコード可否差
0xEE8E	EE 8E	1	0x00008AF6	諶	0	FB AA	0	0x00000000		0		0	0		1	デコード可否差
0xEE8F	EE 8F	1	0x00008B53	譓	0	FB AB	0	0x00000000		0		0	0		1	デコード可否差
0xEE90	EE 90	1	0x00008B7F	譿	0	FB AC	0	0x00000000		0		0	0		1	デコード可否差
0xEE91	EE 91	1	0x00008CF0	賰	0	FB AD	0	0x00000000		0		0	0		1	デコード可否差
0xEE92	EE 92	1	0x00008CF4	賴	0	FB AE	0	0x00000000		0		0	0		1	デコード可否差
0xEE93	EE 93	1	0x00008D12	贒	0	FB AF	0	0x00000000		0		0	0		1	デコード可否差
0xEE94	EE 94	1	0x00008D76	赶	0	FB B0	0	0x00000000		0		0	0		1	デコード可否差
0xEE95	EE 95	1	0x0000FA23	﨣	0	FB B1	0	0x00000000		0		0	0		1	デコード可否差
0xEE96	EE 96	1	0x00008ECF	軏	0	FB B2	0	0x00000000		0		0	0		1	デコード可否差
0xEE97	EE 97	1	0x0000FA24	﨤	0	FB B3	0	0x00000000		0		0	0		1	デコード可否差
0xEE98	EE 98	1	0x0000FA25	逸	0	FB B4	0	0x00000000		0		0	0		1	デコード可否差
0xEE99	EE 99	1	0x00009067	遧	0	FB B5	0	0x00000000		0		0	0		1	デコード可否差
0xEE9A	EE 9A	1	0x000090DE	郞	0	FB B6	0	0x00000000		0		0	0		1	デコード可否差
0xEE9B	EE 9B	1	0x0000FA26	都	0	FB B7	0	0x00000000		0		0	0		1	デコード可否差
0xEE9C	EE 9C	1	0x00009115	鄕	0	FB B8	0	0x00000000		0		0	0		1	デコード可否差
0xEE9D	EE 9D	1	0x00009127	鄧	0	FB B9	0	0x00000000		0		0	0		1	デコード可否差
0xEE9E	EE 9E	1	0x000091DA	釚	0	FB BA	0	0x00000000		0		0	0		1	デコード可否差
0xEE9F	EE 9F	1	0x000091D7	釗	0	FB BB	0	0x00000000		0		0	0		1	デコード可否差
